"trial_type","trial_index","time_elapsed","internal_node_id","success","rt","response","stimulus","start_time","start_time_unix","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","trialType","correct","participantID","criticalSpacing","criticalSpacing_deg","isLeft","isUp","isEccen4","eccentricity","eccentricity_deg","viewingDistanceMean","critical_spacing","critical_spacing_deg","crowding_session","correctRate","viewDistance_1","viewDistance_2","viewDistance_3"
"html-keyboard-response","91","258010","0.0-91.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=448.75 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=551.2495205197773 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=552.4995205197773 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=346.2504794802226 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=347.5004794802226 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","92","258394","0.0-92.0","","382.40000000596046","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=551.2495205197773 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=552.4995205197773 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=346.2504794802226 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=347.5004794802226 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","true","true","208.25","4","690.142","102.49952051977736","1.97","1","0","","",""
"html-keyboard-response","93","258899","0.0-93.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=551.2495205197773 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=552.4995205197773 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=346.2504794802226 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=347.5004794802226 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,424.0023166263129 441.4369816553987,424.0023166263129"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","94","259052","0.0-94.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=448.75 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=541.9313822907067 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=543.1813822907067 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=355.56861770929333 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=356.81861770929333 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","95","259510","0.0-95.0","","457.29999999701977","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=541.9313822907067 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=543.1813822907067 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=355.56861770929333 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=356.81861770929333 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","false","true","208.25","4","690.142","93.18138229070668","1.79","1","0","","",""
"html-keyboard-response","96","260013","0.0-96.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=541.9313822907067 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=543.1813822907067 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=355.56861770929333 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=356.81861770929333 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","97","260168","0.0-97.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=448.75 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=533.4603475370061 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=534.7103475370061 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=364.0396524629939 cy=450 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=365.2896524629939 r=25.997683373687078 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","98","260467","0.0-98.0","","297","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=18.198378361580954 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=533.4603475370061 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=534.7103475370061 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=364.0396524629939 cy=450 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=448.75 cy=365.2896524629939 r=25.997683373687078 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""448.75,450 456.0630183446013,475.9976833736871 441.4369816553987,475.9976833736871"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","false","true","208.25","4","690.142","84.71034753700607","1.62","1","0.84","","",""
"html-keyboard-response","99","272445","0.0-99.0","","11976.89999999106","arrowdown","<div id=""continue""> 
<h2 class=""bolded-blue"">Great Job! You have completed half of the study!</h2>
<p>Before you start the session 2, let&#39;s measure your viewing distance again using the virtual chinrest.</p>
<p>Please press the <b>down</b> arrow key to continue. </p>
</div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"virtual-chinrest","100","316332","0.0-100.0","","43885.90000000596","","","","","85.6","53.98","354","4.14","689.89","7.100031904137225","49.85893088645452","28.881485711744645","18.0509285698404","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","101","320237","0.0-101.0","","3903","arrowdown","<div><h2 class=""bolded-blue"">Alright, let&#39;s do the peripheral vision test one more time!</h2>
<p>Please do not move around and keep your eye on the <b>black dot</b> all the time. Click <b>up</b> or <b>down</b> to indicate the opening
    of the center circle. The test is difficult for everyone, so if you are not sure, just take your best guess! </p> 
    <p>Now, press the <b>down</b> arrow key to start the task when you are ready!</p></div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","102","320739","0.0-102.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=542.6003475370061 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=534.7103475370061 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=373.1796524629939 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=365.2896524629939 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""457.89,450 464.8821710552036,474.8570755086427 450.89782894479634,474.8570755086427"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","103","320892","0.0-103.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=457.89 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=587.3115 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=579.4215 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=328.46849999999995 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=320.57849999999996 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""457.89,450 464.8821710552036,474.8570755086427 450.89782894479634,474.8570755086427"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","104","321286","0.0-104.0","","391.8999999910593","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=587.3115 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=579.4215 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=328.46849999999995 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=320.57849999999996 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""457.89,450 464.8821710552036,474.8570755086427 450.89782894479634,474.8570755086427"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","false","true","199.11","4","690.1466666666666","129.4215","2.6","2","0","","",""
"html-keyboard-response","105","321790","0.0-105.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=587.3115 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=579.4215 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=328.46849999999995 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=320.57849999999996 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""457.89,450 464.8821710552036,474.8570755086427 450.89782894479634,474.8570755086427"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","106","321944","0.0-106.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=457.89 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=587.3115 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=579.4215 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=328.46849999999995 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=320.57849999999996 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""457.89,450 464.8821710552036,425.1429244913573 450.89782894479634,425.1429244913573"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","107","322258","0.0-107.0","","312.59999999403954","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=587.3115 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=579.4215 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=328.46849999999995 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=320.57849999999996 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""457.89,450 464.8821710552036,425.1429244913573 450.89782894479634,425.1429244913573"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","true","true","199.11","4","690.1466666666666","129.4215","2.6","2","0","","",""
"html-keyboard-response","108","322760","0.0-108.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=587.3115 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=579.4215 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=328.46849999999995 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=320.57849999999996 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""457.89,450 464.8821710552036,425.1429244913573 450.89782894479634,425.1429244913573"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","109","322917","0.0-109.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=856.11 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=985.5315 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=579.4215 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=726.6885 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=320.57849999999996 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""856.11,450 863.1021710552037,474.8570755086427 849.1178289447963,474.8570755086427"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","110","323237","0.0-110.0","","319.1000000089407","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=985.5315 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=579.4215 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=726.6885 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=320.57849999999996 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""856.11,450 863.1021710552037,474.8570755086427 849.1178289447963,474.8570755086427"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","false","false","true","199.11","4","690.1466666666666","129.4215","2.6","2","0","","",""
"html-keyboard-response","111","323742","0.0-111.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=985.5315 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=579.4215 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=726.6885 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=320.57849999999996 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""856.11,450 863.1021710552037,474.8570755086427 849.1178289447963,474.8570755086427"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","112","323898","0.0-112.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=856.11 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=973.7659090909091 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=567.6559090909091 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=738.454090909091 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=332.34409090909094 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""856.11,450 863.1021710552037,474.8570755086427 849.1178289447963,474.8570755086427"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","113","324210","0.0-113.0","","311","arrowdown","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=973.7659090909091 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=567.6559090909091 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=738.454090909091 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=332.34409090909094 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""856.11,450 863.1021710552037,474.8570755086427 849.1178289447963,474.8570755086427"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","false","false","true","199.11","4","690.1466666666666","117.65590909090909","2.36","2","0","","",""
"html-keyboard-response","114","324712","0.0-114.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=973.7659090909091 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=567.6559090909091 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=738.454090909091 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=332.34409090909094 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""856.11,450 863.1021710552037,474.8570755086427 849.1178289447963,474.8570755086427"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","115","324865","0.0-115.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=457.89 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=564.8499173553719 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=556.9599173553719 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=350.9300826446281 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=343.0400826446281 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""457.89,450 464.8821710552036,425.1429244913573 450.89782894479634,425.1429244913573"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
"html-keyboard-response","116","325447","0.0-116.0","","580.8000000119209","arrowup","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=564.8499173553719 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=556.9599173553719 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=350.9300826446281 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=343.0400826446281 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""457.89,450 464.8821710552036,425.1429244913573 450.89782894479634,425.1429244913573"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","get_response","true","8GYhNwJamJ1CrFlS","","","true","true","true","199.11","4","690.1466666666666","106.95991735537189","2.15","2","0","","",""
"html-keyboard-response","117","325948","0.0-117.0","","null","null","
    <div style="" display: block;  position: relative;"">
    
    <svg width=1440 height=900>
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=564.8499173553719 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=556.9599173553719 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=350.9300826446281 cy=450 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=457.89 cy=343.0400826446281 r=24.857075508642684 stroke=""none"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""457.89,450 464.8821710552036,425.1429244913573 450.89782894479634,425.1429244913573"" stroke=""none"" stroke-width=""3"" fill = ""none"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","118","326102","0.0-118.0","","null","null","
    <div style="" display: block;  position: relative;"">
    <svg width=1440 height=900>
    
    <circle cx=657 cy=450 r=17.39995285604988 stroke=""black"" stroke-width=""1"" fill=""black"" />
    <circle cx=856.11 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=953.3462885048835 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=547.2362885048835 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=758.8737114951165 cy=450 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <circle cx=856.11 cy=352.76371149511647 r=24.857075508642684 stroke=""black"" stroke-width=""1.5"" fill=""none"" />
    <polygon points = ""856.11,450 863.1021710552037,474.8570755086427 849.1178289447963,474.8570755086427"" stroke=""white"" stroke-width=""3"" fill = ""white"" />
    
    </svg>
    </div>
        ","","","","","","","","","","","","stimulus","","","","","","","","","","","","","","","","",""
